Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
DSP Low Duration Fund - Direct Plan,4315.8,9.82,7,9.67,3,8.04,8,7.73,7,7.61,8,7.4,9,7.72,10,7.45,10,7.37,10,7.02,10,5.85,11,5.48,10,6.38,8,6.6,9,-,-,7.11,-,1.02
HDFC Low Duration Fund - Direct Plan,17516.3,9.66,9,10.02,1,8.39,3,8.1,2,7.78,5,7.72,3,8.02,5,7.65,4,7.84,4,7.57,2,6.24,4,6.21,2,6.75,4,6.95,3,7.48,4,7.69,-,2.06
ICICI Prudential Savings Fund - Direct Plan,19172.2,10.81,2,9.39,9,8.02,9,7.89,5,7.6,9,7.52,6,8.08,3,7.63,6,7.91,2,7.91,1,6.17,6,6.03,4,6.68,6,6.94,4,7.52,3,7.81,-,2.18
Invesco India Low Duration Fund - Direct Plan,1261.74,8.75,12,8.63,13,7.88,10,7.58,11,7.57,10,7.28,11,7.59,11,7.38,12,7.36,11,6.93,13,5.76,12,5.46,11,6.21,11,6.62,7,7.2,7,7.49,-,0.98
Kotak Low Duration Fund - Standard Plan - Direct Plan,9154.4,11,1,9.55,6,8.54,1,8.12,1,7.84,2,7.73,2,8.05,4,7.68,3,7.71,5,7.49,5,6.17,5,5.99,6,6.83,2,7.16,1,7.93,1,7.94,-,2.08
Nippon India Low Duration Fund - Direct Plan,5789.66,9.02,11,9.53,7,8.1,6,7.69,10,7.53,11,7.42,8,7.79,9,7.59,8,7.54,8,7.2,7,6.17,7,6.1,3,6.75,5,6.75,6,7.32,6,7.64,-,1.15
SBI Floating Rate Debt Fund - Direct Plan,1146.59,10.61,3,9.57,5,7.49,13,7.7,9,8.96,1,8.11,1,8.55,1,7.86,1,8.46,1,7.54,3,6.27,3,-,-,-,-,-,-,-,-,5.98,-,3.87
SBI Magnum Low Duration Fund - Direct Plan,9681.07,8.32,13,9.27,11,8.33,4,7.92,4,7.78,4,7.5,7,7.82,8,7.62,7,7.55,7,7.19,8,5.96,9,5.58,9,6.27,9,6.62,8,7.15,9,7.42,-,1.61
Tata Treasury Advantage Fund - Direct Plan,2319.17,9.9,6,9.75,2,8.07,7,7.72,8,7.62,7,7.35,10,7.84,7,7.56,9,7.47,9,7.02,9,5.87,10,5.6,8,6.24,10,5.77,11,6.61,10,6.98,-,0.95
UTI Low Duration Fund - Direct Plan,2455.66,10.19,4,9.37,10,7.86,11,7.43,13,7.33,13,7.12,13,7.55,12,7.38,13,7.32,12,6.98,12,7.62,1,6.83,1,7.27,1,5.46,12,6.46,11,6.87,-,0.96
CRISIL Liquid Debt Index ( 02-Jul-2024 ) ,,10.33,,7.72,,7.27,,7.18,,7.15,,7.13,,7.34,,7.37,,7.36,,6.96,,5.92,,5.36,,5.45,,5.98,,6.53,,,,
CRISIL Low Duration Debt Index ( 02-Jul-2024 ) ,,10.3,,8.24,,7.73,,7.82,,7.68,,7.58,,7.89,,7.7,,7.67,,7.35,,6.2,,5.9,,6.46,,6.78,,7.38,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retirement Fund 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,7,,6,,4,,2,,8,
Peer Average,,93.79,,33.17,,27.74,,31.28,,29,,22.64,,18.7,,19.67,,18.09,,15.46,,10.3,,12.49,,10.91,,10.34,,12.39,,,,
Aditya Birla Sun Life Retirement Fund - The 50s Plan - Direct Plan,28.56,73.36,4,25.63,5,21.9,5,16.58,8,19.35,8,16.62,6,13.7,8,13.91,7,13.72,7,12.2,8,7.75,8,6.76,7,7.35,6,-,-,-,-,7.46,-,3.61
Axis Retirement Savings Fund - Conservative Plan - Direct Plan,74.3,84.34,2,33.92,4,20.27,7,27.87,3,24.09,5,16.01,7,19.32,2,21.8,2,19.21,2,14.46,3,9.58,4,12.12,2,-,-,-,-,-,-,11.38,-,13.01
HDFC Retirement Savings Fund - Hybrid Debt Plan - Direct Plan,157.28,78.18,3,24.45,6,21.77,6,22.03,5,20.13,6,17.14,4,16.05,5,15.87,6,14.38,6,13.59,5,9.85,3,11.34,4,10.08,3,9.08,2,-,-,10.33,-,8.85
ICICI Prudential Retirement Fund - Hybrid Conservative Plan - Direct Plan,56.96,39.6,8,34,3,26.23,3,19.39,7,19.59,7,15.75,8,15.65,6,18.9,3,18.66,3,15.33,2,10.55,2,11.51,3,10.63,2,-,-,-,-,10.85,-,7.34
Nippon India Retirement Fund - Income Generation Scheme - Direct Plan,161.7,61.45,7,23.64,7,26.14,4,25.24,4,27.85,2,18.53,3,18.92,3,17.04,5,14.65,5,14.29,4,9.27,6,9.21,6,8.47,5,8.11,4,-,-,8.51,-,18.51
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan,171.25,67.66,5,19.17,8,18.97,8,20.75,6,24.14,4,16.68,5,14.54,7,13.82,8,12.73,8,12.61,7,9.45,5,-,-,-,-,-,-,-,-,9.66,-,19.99
Tata Retirement Savings Fund - Conservative Plan - Direct Plan,167.07,66.1,6,40.41,2,26.28,2,28.06,2,27.39,3,22.22,2,16.62,4,17.06,4,16.35,4,13.53,6,9.03,7,10.26,5,9.6,4,8.85,3,10.1,2,10.42,-,4.3
UTI Children's Equity Fund-Direct Plan,1010.49,279.66,1,64.13,1,60.38,1,90.3,1,69.45,1,58.17,1,34.76,1,38.96,1,35.04,1,27.69,1,16.93,1,26.2,1,19.31,1,15.33,1,14.69,1,15.27,-,-
CRISIL Short Term Debt Hybrid 75+25 Index ( 02-Jul-2024 ) ,,-10.03,,22.92,,16.08,,27.27,,17.22,,15.14,,13.97,,15.34,,14.15,,12.62,,9.21,,10.99,,10.24,,9.59,,9.63,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retirement Fund 50s Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,5,,4,,9,
Peer Average,,12.74,,8.16,,6.88,,6.56,,8.67,,7.52,,8.01,,7.66,,7.52,,7.32,,5.84,,5.78,,6.98,,7.21,,8.02,,,,
Aditya Birla Sun Life Corporate Bond Fund - Direct Plan,22042.26,14.64,3,9.07,3,7.27,3,7.07,2,9.47,1,7.88,2,8.56,2,8.06,1,7.85,3,7.62,3,6.11,3,6.09,3,7.32,4,7.4,1,8.02,2,8.2,-,5.54
Aditya Birla Sun Life Retirement Fund - The 50s Plus - Debt Plan - Direct Plan,16.91,9.9,7,6.61,9,6.18,9,6.29,7,8,9,6.83,9,7.17,8,7.22,8,6.61,9,6.56,9,4.96,9,4.64,9,5.32,9,-,-,-,-,5.48,-,3.18
Axis Corporate Debt Fund - Direct Plan,5282.11,13.07,4,8.05,5,7.54,1,6.87,3,9.04,2,7.53,6,8.3,3,7.96,2,7.72,4,7.53,4,6.18,2,6.3,1,7.67,1,-,-,-,-,7.42,-,5.09
Bandhan Corporate Bond Fund - Direct Plan,13808.94,17.31,2,9.56,1,6.7,7,6.38,6,8.79,4,7.33,7,7.15,9,7.13,9,7.14,8,6.82,8,5.4,8,5.42,8,6.7,8,6.81,5,-,-,7.28,-,3.98
HDFC Corporate Bond Fund - Direct Plan,28959.05,6.83,9,7.8,6,7.44,2,7.11,1,9.02,3,7.6,4,8.6,1,7.87,4,7.88,1,7.74,2,6.02,4,5.96,5,7.25,5,7.32,3,7.98,3,8.09,-,5.56
ICICI Prudential Corporate Bond Fund - Direct Plan,27285.73,12.98,5,9.16,2,6.8,6,6.82,4,8.37,7,7.65,3,8.01,6,7.68,5,7.86,2,7.9,1,6.38,1,6.25,2,7.37,3,7.35,2,7.94,4,8.19,-,4.61
ICICI Prudential Retirement Fund - Pure Debt Plan - Direct Plan,123.71,19.19,1,8.51,4,6.87,5,5.79,9,8.17,8,7.99,1,8.19,5,7.6,6,7.64,6,7.35,5,5.84,6,6.04,4,7.45,2,-,-,-,-,7.91,-,7.69
Kotak Corporate Bond Fund - Standard Plan - Direct Plan,12541.1,9.02,8,6.96,8,6.23,8,6.19,8,8.56,6,7.55,5,8.25,4,7.9,3,7.64,5,7.3,6,5.96,5,5.89,6,6.88,7,7.19,4,8.13,1,7.97,-,5.19
SBI Corporate Bond Fund - Direct Plan,20025.72,11.75,6,7.72,7,6.92,4,6.49,5,8.62,5,7.28,8,7.9,7,7.54,7,7.35,7,7.04,7,5.7,7,5.45,7,6.91,6,-,-,-,-,7.24,-,4.5
CRISIL Short-Term Bond Index ( 02-Jul-2024 ) ,,10.48,,5.29,,6.88,,7.5,,7.84,,7.3,,7.76,,7.45,,7.33,,7.23,,5.8,,5.71,,6.86,,6.85,,7.52,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty SDL Plus PSU Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,1,
Peer Average,,13.05,,8.24,,8.41,,8.36,,8.36,,7.61,,7.88,,7.73,,7.25,,7.29,,,,,,,,,,,,,,
Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund - Direct Plan,10797.64,13.05,1,8.24,1,8.41,1,8.36,1,8.36,1,7.61,1,7.88,1,7.73,1,7.25,1,7.29,1,-,-,-,-,-,-,-,-,-,-,5.07,-,2.05
Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,,8.83,,8.16,,8.99,,8.36,,8.59,,7.92,,8.15,,7.93,,7.45,,7.56,,-,,-,,-,,-,,-,,5.27,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty SDL Apr 2027 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,1,
Peer Average,,14.01,,5.92,,8.92,,8.85,,9.31,,8.26,,8.28,,8.1,,7.37,,7.63,,,,,,,,,,,,,,
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund - Direct Plan,4268.54,14.01,1,5.92,1,8.92,1,8.85,1,9.31,1,8.26,1,8.28,1,8.1,1,7.37,1,7.63,1,-,-,-,-,-,-,-,-,-,-,5.79,-,2.5
Nifty SDL Apr 2027 Index,,7.28,,6.88,,10.19,,9.18,,9.61,,8.22,,8.79,,8.4,,7.72,,7.85,,-,,-,,-,,-,,-,,6.07,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL SDL Plus AAA PSU Apr 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,1,
Peer Average,,12.3,,9.73,,8.49,,7.86,,7.54,,7.17,,7.53,,7.41,,7.21,,7.02,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX 60:40 SDL+AAA PSU-Apr 2025 Index Fund - Direct Plan,243.24,12.3,1,9.73,1,8.49,1,7.86,1,7.54,1,7.17,1,7.53,1,7.41,1,7.21,1,7.02,1,-,-,-,-,-,-,-,-,-,-,5.46,-,0.79
CRISIL IBX 60:40 SDL + AAA PSU Index - April 2025 ( 01-Jul-2024 ) ,,8.83,,7.7,,7.67,,7.74,,7.5,,7.58,,7.72,,7.55,,7.39,,7.23,,-,,-,,-,,-,,-,,5.6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL SDL Plus AAA PSU Apr 2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,1,
Peer Average,,11.96,,8.69,,8.52,,8.25,,8.85,,7.68,,7.98,,7.86,,7.28,,7.44,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund - Direct Plan,1575.66,11.96,1,8.69,1,8.52,1,8.25,1,8.85,1,7.68,1,7.98,1,7.86,1,7.28,1,7.44,1,-,-,-,-,-,-,-,-,-,-,5.53,-,2.5
CRISIL IBX 60:40 SDL + AAA PSU Index - April 2027 ( 01-Jul-2024 ) ,,10.08,,7.34,,8.18,,8.8,,9.2,,8.12,,8.25,,7.89,,7.33,,7.59,,-,,-,,-,,-,,-,,5.68,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Duration Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,,2,,2,,2,,1,,1,,7,
Peer Average,,28.88,,5.74,,6.48,,10.37,,17.95,,11.52,,14.69,,11.97,,9.9,,9.51,,6.28,,5.07,,6.61,,6.79,,8.43,,,,
Aditya Birla Sun Life Long Duration Fund - Direct Plan,123.26,31.88,2,6.35,2,6.49,4,8.43,5,15.77,6,10.64,6,13.31,6,10.87,6,8.89,6,-,-,-,-,-,-,-,-,-,-,-,-,9.65,-,22.7
Axis Long Duration Fund - Direct Plan,256.47,22.8,7,6.3,3,5.35,7,13.34,1,20.77,1,13.28,1,15.53,3,12.57,3,10.77,3,-,-,-,-,-,-,-,-,-,-,-,-,10.24,-,29.79
HDFC Long Duration Debt Fund - Direct Plan,2941.04,29.24,4,5.18,5,6.03,5,12.84,2,20.4,2,12.44,3,16.05,2,12.95,2,10.87,2,-,-,-,-,-,-,-,-,-,-,-,-,10.06,-,29.43
ICICI Prudential Long Term Bond Fund - Direct Plan,840.89,23.88,6,6.08,4,6.87,3,6.92,7,12.33,7,9.33,7,11.77,7,10.24,7,8.35,7,8.67,2,5.52,2,4.75,2,6.31,2,6.79,1,8.43,1,8.13,-,10.84
Nippon India Nivesh Lakshya Fund - Direct Plan,7706.43,31.86,3,3.99,7,7.29,2,10.81,4,20.22,4,11.51,4,14.9,5,11.88,5,9.37,5,10.36,1,7.04,1,5.39,1,6.92,1,-,-,-,-,9.1,-,21.23
SBI Long Duration Fund - Direct Plan,1847.47,33.6,1,4.89,6,7.73,1,12.62,3,20.27,3,12.58,2,16.05,1,12.97,1,10.96,1,-,-,-,-,-,-,-,-,-,-,-,-,10.36,-,30.3
UTI Long Duration Fund - Direct Plan,89.07,28.9,5,7.39,1,5.63,6,7.62,6,15.87,5,10.86,5,15.24,4,12.32,4,10.06,4,-,-,-,-,-,-,-,-,-,-,-,-,10.44,-,17.67
NIFTY Long Duration Debt Index A-III,,22.54,,2.71,,4.62,,8.68,,14.81,,10.09,,13.27,,11,,9.04,,9.74,,6.05,,5.39,,7.14,,6.92,,8.29,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty SDL Sep 2025 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,18.98,,9.34,,8.69,,8.55,,8.38,,7.65,,7.7,,7.63,,7.29,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund - Direct Plan,78.15,18.98,1,9.34,1,8.69,1,8.55,1,8.38,1,7.65,1,7.7,1,7.63,1,7.29,1,-,-,-,-,-,-,-,-,-,-,-,-,7.46,-,1.1
Nifty SDL Sep 2025 Index,,19.87,,11.05,,10.63,,8.97,,8.49,,8.03,,8.02,,7.83,,7.49,,-,,-,,-,,-,,-,,-,,7.82,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX Gilt - April 2026 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,11.26,,7.31,,6.91,,7.64,,8.41,,7.34,,7.21,,7.81,,7.12,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX Gilt-April 2026 Index Fund - Direct Plan,366.88,11.26,1,7.31,1,6.91,1,7.64,1,8.41,1,7.34,1,7.21,1,7.81,1,7.12,1,-,-,-,-,-,-,-,-,-,-,-,-,7.56,-,1.79
CRISIL IBX Gilt Index - April 2026 ( 01-Jul-2024 ) ,,5.1,,6.08,,7.1,,7.91,,8.43,,7.41,,7.33,,7.9,,7.26,,-,,-,,-,,-,,-,,-,,7.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,35.38,,10.3,,9.25,,9.07,,10.38,,8.12,,8.14,,8.31,,7.49,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct Plan,387.14,35.38,1,10.3,1,9.25,1,9.07,1,10.38,1,8.12,1,8.14,1,8.31,1,7.49,1,-,-,-,-,-,-,-,-,-,-,-,-,8.24,-,3.48
CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028 ( 02-Jul-2024 ) ,,1.96,,5.63,,7.51,,9.09,,10.23,,8.01,,8.25,,8.22,,7.53,,7.95,,-,,-,,-,,-,,-,,8.35,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX Gilt Apr 2029 Index Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,43.52,,10.86,,6.89,,8.24,,10.69,,8.43,,8.04,,8.7,,7.62,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX Gilt -Apr 2029 Index Fund - Direct Plan,686.05,43.52,1,10.86,1,6.89,1,8.24,1,10.69,1,8.43,1,8.04,1,8.7,1,7.62,1,-,-,-,-,-,-,-,-,-,-,-,-,8.55,-,4.86
CRISIL IBX Gilt Index - April 2029 ( 01-Jul-2024 ) ,,6.56,,3.1,,5.9,,8.83,,11.19,,7.73,,7.9,,8.4,,7.55,,-,,-,,-,,-,,-,,-,,8.42,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,9.82,,7.82,,8.07,,8.05,,8.23,,7.44,,7.65,,7.56,,7.2,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX 60:40 SDL+ AAA PSU Apr 2026 Index Fund - Direct Plan,51.37,9.82,1,7.82,1,8.07,1,8.05,1,8.23,1,7.44,1,7.65,1,7.56,1,7.2,1,-,-,-,-,-,-,-,-,-,-,-,-,7.13,-,1.64
CRISIL IBX 60:40 SDL + AAA PSU Index - April 2026 ( 01-Jul-2024 ) ,,10.03,,6.91,,8.03,,8.48,,8.45,,7.65,,7.87,,7.64,,7.33,,-,,-,,-,,-,,-,,-,,7.24,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY SDL Sep 2027 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,15.12,,7.71,,9.56,,9.28,,10.08,,8.32,,8.6,,8.31,,7.63,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Nifty SDL Sep 2027 Index Fund - Direct Plan,38.96,15.12,1,7.71,1,9.56,1,9.28,1,10.08,1,8.32,1,8.6,1,8.31,1,7.63,1,-,-,-,-,-,-,-,-,-,-,-,-,8.33,-,3.18
Nifty SDL Sep 2027 Index,,3.17,,6.31,,10.21,,9.17,,10.09,,7.92,,9.25,,8.7,,7.92,,8.06,,-,,-,,-,,-,,-,,8.68,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX Gilt Apr 2028 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,12.64,,8.14,,7.69,,8.11,,9.64,,7.66,,7.32,,7.82,,7.02,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX Gilt Apr 2028 Index Fund - Direct Plan,27.96,12.64,1,8.14,1,7.69,1,8.11,1,9.64,1,7.66,1,7.32,1,7.82,1,7.02,1,-,-,-,-,-,-,-,-,-,-,-,-,7.4,-,3.38
CRISIL IBX Gilt Index - April 2028 ( 02-Jul-2024 ) ,,16.97,,6.6,,7.3,,9.24,,10.21,,8.08,,7.86,,8.17,,7.51,,7.74,,5.76,,-,,-,,-,,-,,8.03,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX SDL Index _ June 2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,23.39,,6.27,,8.28,,7.06,,10.67,,7.94,,11.33,,8.66,,7.64,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 Index Fund - Direct Plan,139.98,23.39,1,6.27,1,8.28,1,7.06,1,10.67,1,7.94,1,11.33,1,8.66,1,7.64,1,-,-,-,-,-,-,-,-,-,-,-,-,8.84,-,7.57
CRISIL IBX SDL Index - June 2032 ( 01-Jul-2024 ) ,,-4.53,,-1.32,,7.3,,6.31,,11.84,,7.35,,10.66,,8.37,,7.93,,-,,-,,-,,-,,-,,-,,8.84,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquid ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
