Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
Invesco India Low Duration Fund,1261.74,8.47,11,8.34,13,7.6,10,7.3,11,7.28,6,6.99,9,7.57,5,7.25,6,7.17,7,6.66,9,5.46,11,5.15,10,5.9,10,6.3,5,6.85,6,7.46,-,0.98
Kotak Low Duration Fund - Standard Plan,9154.4,10.22,3,8.77,11,7.76,6,7.34,8,7.06,12,6.94,10,7.24,11,6.87,13,6.89,13,6.66,10,5.36,13,5.19,8,6.02,8,6.35,4,7.15,3,7.19,-,2.08
Nippon India Low Duration Fund,5789.66,8.44,12,8.94,9,7.51,11,7.11,13,6.95,13,6.83,13,7.2,13,6.99,12,6.94,12,6.56,13,5.51,9,5.42,6,6.1,6,6.19,9,6.81,7,7.47,-,1.15
SBI Floating Rate Debt Fund - Regular Plan,1146.59,10.69,2,9.39,4,7.29,13,7.51,3,8.76,1,7.91,1,8.34,1,7.65,1,8.25,1,7.32,2,6.06,3,-,-,-,-,-,-,-,-,5.77,-,3.87
SBI Magnum Low Duration Fund,9681.07,7.72,13,8.67,12,7.73,8,7.32,10,7.18,10,6.89,12,7.25,10,7.05,10,6.95,11,6.59,12,5.38,12,5,12,5.68,12,6.16,10,6.8,8,7.2,-,1.61
Tata Treasury Advantage Fund - Regular Plan,2319.17,9.55,6,9.42,3,7.74,7,7.4,7,7.29,5,7.02,8,7.35,9,7.12,8,7.06,8,6.65,11,5.52,8,5.28,7,5.95,9,5.5,11,6.36,10,7.12,-,0.95
UTI Low Duration Fund - Regular Plan,2455.66,10.1,4,9.28,7,7.77,5,7.34,9,7.24,8,7.02,7,7.46,6,7.28,5,7.22,4,6.87,6,7.49,1,6.72,1,7.16,1,5.34,12,6.33,11,7.16,-,0.96
CRISIL Liquid Debt Index ( 02-Jul-2024 ) ,,10.33,,7.72,,7.27,,7.18,,7.15,,7.13,,7.34,,7.37,,7.36,,6.96,,5.92,,5.36,,5.45,,5.98,,6.53,,,,
CRISIL Low Duration Debt Index ( 02-Jul-2024 ) ,,10.3,,8.24,,7.73,,7.82,,7.68,,7.58,,7.89,,7.7,,7.67,,7.35,,6.2,,5.9,,6.46,,6.78,,7.38,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retirement Fund 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,7,,6,,4,,2,,8,
Peer Average,,92.64,,32.07,,26.63,,30.18,,27.86,,21.46,,17.55,,18.45,,16.83,,14.19,,9.07,,11.08,,9.59,,9.07,,11.19,,,,
Aditya Birla Sun Life Retirement Fund - The 50s Plan - Regular Plan,28.56,71.97,4,24.31,5,20.57,6,15.27,8,17.98,8,15.24,6,12.29,8,12.46,8,12.25,7,10.73,8,6.34,8,5.31,7,5.88,6,-,-,-,-,5.98,-,3.61
Axis Retirement Savings Fund - Conservative Plan - Regular Plan,74.3,82.91,2,32.48,4,18.81,7,26.39,3,22.6,5,14.53,8,17.91,2,20.24,2,17.57,2,12.73,4,7.86,6,10.31,2,-,-,-,-,-,-,9.56,-,13.01
HDFC Retirement Savings Fund - Hybrid Debt Plan - Regular Plan,157.28,76.96,3,23.33,6,20.65,5,20.9,5,18.96,6,16,5,14.84,5,14.6,6,13.08,6,12.27,5,8.54,4,10.04,4,8.81,3,7.75,2,-,-,8.9,-,8.85
ICICI Prudential Retirement Fund - Hybrid Conservative Plan,56.96,38.28,8,32.89,3,25.11,2,18.27,7,18.46,7,14.63,7,14.72,6,17.82,3,17.47,3,14.12,2,9.38,2,10.15,3,9.19,2,-,-,-,-,9.35,-,7.34
Nippon India Retirement Fund - Income Generation Scheme,161.7,60.38,7,22.58,7,25.09,3,24.18,4,26.76,2,17.44,3,17.86,3,15.92,4,13.49,5,13.12,3,8.09,5,7.92,6,7.25,5,6.85,4,-,-,7.15,-,18.51
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan,171.25,67.21,5,18.73,8,18.52,8,20.29,6,23.66,4,16.21,4,14.05,7,13.3,7,12.2,8,12.07,7,8.91,3,-,-,-,-,-,-,-,-,9.1,-,19.99
Tata Retirement Savings Fund - Conservative Plan - Regular Plan,167.07,64.81,6,39.18,2,25.05,4,27.02,2,26.23,3,20.86,2,15.32,4,15.78,5,15.01,4,12.2,6,7.75,7,8.97,5,8.31,4,7.49,3,8.68,2,9.1,-,4.3
UTI Children's Equity Fund-Regular Plan,1010.49,278.58,1,63.03,1,59.27,1,89.13,1,68.24,1,56.74,1,33.39,1,37.48,1,33.54,1,26.32,1,15.67,1,24.89,1,18.12,1,14.2,1,13.69,1,11.03,-,-
CRISIL Short Term Debt Hybrid 75+25 Index ( 02-Jul-2024 ) ,,-10.03,,22.92,,16.08,,27.27,,17.22,,15.14,,13.97,,15.34,,14.15,,12.62,,9.21,,10.99,,10.24,,9.59,,9.63,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retirement Fund 50s Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,5,,4,,9,
Peer Average,,12.19,,7.64,,6.36,,6.04,,8.19,,7.01,,7.5,,7.14,,6.99,,6.77,,5.29,,5.2,,6.38,,6.94,,7.76,,,,
Aditya Birla Sun Life Corporate Bond Fund - Regular Plan,22042.26,14.47,3,8.89,3,7.09,2,6.89,1,9.29,1,7.7,1,8.37,1,7.87,1,7.66,1,7.44,3,5.93,2,5.92,2,7.15,1,7.24,1,7.87,1,8.93,-,5.54
Aditya Birla Sun Life Retirement Fund - The 50s Plus - Debt Plan - Regular Plan,16.91,8.55,8,5.35,9,4.94,9,5.05,8,7.13,8,5.84,9,6.03,9,6.02,9,5.39,9,5.3,9,3.67,9,3.32,9,3.95,9,-,-,-,-,4.1,-,3.18
Axis Corporate Debt Fund - Regular Plan,5282.11,12.35,5,7.43,5,6.93,3,6.25,4,8.42,4,6.9,6,7.72,5,7.34,5,7.06,5,6.83,5,5.48,5,5.6,4,6.94,4,-,-,-,-,6.64,-,5.09
Bandhan Corporate Bond Fund - Regular Plan,13808.94,16.94,2,9.22,1,6.37,6,6.06,5,8.46,3,7.01,5,6.83,8,6.8,7,6.81,7,6.49,7,5.08,7,5.1,6,6.38,7,6.48,5,-,-,6.95,-,3.98
HDFC Corporate Bond Fund,28959.05,6.59,9,7.54,4,7.18,1,6.85,2,8.77,2,7.35,3,8.35,2,7.61,2,7.62,3,7.46,2,5.73,3,5.66,3,6.98,3,7.09,2,7.79,2,8.12,-,5.56
ICICI Prudential Corporate Bond Fund,27285.73,12.77,4,8.92,2,6.57,4,6.59,3,8.13,7,7.41,2,7.78,4,7.45,4,7.63,2,7.64,1,6.11,1,5.96,1,7.07,2,7.04,3,7.6,4,7.92,-,4.61
ICICI Prudential Retirement Fund - Pure Debt Plan,123.71,18.02,1,7.43,6,5.79,8,4.73,9,7.08,9,6.86,7,7.06,7,6.52,8,6.56,8,6.32,8,4.76,8,4.78,8,6.05,8,-,-,-,-,6.47,-,7.69
Kotak Corporate Bond Fund - Standard Plan,12541.1,8.69,7,6.63,8,5.9,7,5.86,7,8.23,5,7.22,4,7.9,3,7.55,3,7.29,4,6.93,4,5.6,4,5.53,5,6.52,5,6.85,4,7.78,3,7.67,-,5.19
SBI Corporate Bond Fund - Regular Plan,20025.72,11.28,6,7.3,7,6.48,5,6.04,6,8.17,6,6.83,8,7.44,6,7.07,6,6.87,6,6.56,6,5.22,6,4.96,7,6.41,6,-,-,-,-,6.74,-,4.5
CRISIL Short-Term Bond Index ( 02-Jul-2024 ) ,,10.48,,5.29,,6.88,,7.5,,7.84,,7.3,,7.76,,7.45,,7.33,,7.23,,5.8,,5.71,,6.86,,6.85,,7.52,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty SDL Plus PSU Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,1,
Peer Average,,13.11,,8.05,,8.27,,8.19,,8.2,,7.45,,7.72,,7.57,,7.08,,7.12,,,,,,,,,,,,,,
Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund - Regular Plan,10797.64,13.11,1,8.05,1,8.27,1,8.19,1,8.2,1,7.45,1,7.72,1,7.57,1,7.08,1,7.12,1,-,-,-,-,-,-,-,-,-,-,4.9,-,2.05
Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,,8.83,,8.16,,8.99,,8.36,,8.59,,7.92,,8.15,,7.93,,7.45,,7.56,,-,,-,,-,,-,,-,,5.27,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty SDL Apr 2027 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,1,
Peer Average,,13.8,,5.64,,8.64,,8.59,,8.99,,7.94,,7.96,,7.78,,7.03,,7.27,,,,,,,,,,,,,,
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund - Regular Plan,4268.54,13.8,1,5.64,1,8.64,1,8.59,1,8.99,1,7.94,1,7.96,1,7.78,1,7.03,1,7.27,1,-,-,-,-,-,-,-,-,-,-,5.46,-,2.5
Nifty SDL Apr 2027 Index,,7.28,,6.88,,10.19,,9.18,,9.61,,8.22,,8.79,,8.4,,7.72,,7.85,,-,,-,,-,,-,,-,,6.07,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL SDL Plus AAA PSU Apr 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,1,
Peer Average,,12.02,,9.57,,8.33,,7.7,,7.42,,7.05,,7.39,,7.26,,7.06,,6.87,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX 60:40 SDL+AAA PSU-Apr 2025 Index Fund - Regular Plan,243.24,12.02,1,9.57,1,8.33,1,7.7,1,7.42,1,7.05,1,7.39,1,7.26,1,7.06,1,6.87,1,-,-,-,-,-,-,-,-,-,-,5.31,-,0.79
CRISIL IBX 60:40 SDL + AAA PSU Index - April 2025 ( 01-Jul-2024 ) ,,8.83,,7.7,,7.67,,7.74,,7.5,,7.58,,7.72,,7.55,,7.39,,7.23,,-,,-,,-,,-,,-,,5.6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL SDL Plus AAA PSU Apr 2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,1,
Peer Average,,11.69,,8.45,,8.33,,8.11,,8.61,,7.45,,7.76,,7.64,,7.06,,7.22,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund - Regular Plan,1575.66,11.69,1,8.45,1,8.33,1,8.11,1,8.61,1,7.45,1,7.76,1,7.64,1,7.06,1,7.22,1,-,-,-,-,-,-,-,-,-,-,5.32,-,2.5
CRISIL IBX 60:40 SDL + AAA PSU Index - April 2027 ( 01-Jul-2024 ) ,,10.08,,7.34,,8.18,,8.8,,9.2,,8.12,,8.25,,7.89,,7.33,,7.59,,-,,-,,-,,-,,-,,5.68,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Duration Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,,2,,2,,2,,1,,1,,7,
Peer Average,,28.36,,5.22,,5.96,,9.84,,17.42,,11.01,,14.17,,11.42,,9.33,,9.06,,5.83,,4.62,,6.16,,6.19,,7.68,,,,
Aditya Birla Sun Life Long Duration Fund - Regular Plan,123.26,31.33,3,5.67,3,5.84,4,7.77,5,15.17,5,10.01,6,12.64,6,10.17,6,8.19,6,-,-,-,-,-,-,-,-,-,-,-,-,8.97,-,22.7
Axis Long Duration Fund - Regular Plan,256.47,22.36,7,5.86,2,4.91,6,12.9,1,20.31,1,12.82,1,15.17,3,12.15,3,10.31,3,-,-,-,-,-,-,-,-,-,-,-,-,9.73,-,29.79
HDFC Long Duration Debt Fund - Regular Plan,2941.04,28.75,4,4.84,5,5.67,5,12.47,2,20.03,2,12.08,3,15.67,1,12.57,1,10.48,1,-,-,-,-,-,-,-,-,-,-,-,-,9.66,-,29.43
ICICI Prudential Long Term Bond Fund,840.89,23.32,6,5.53,4,6.32,3,6.37,7,11.78,7,8.79,7,11.22,7,9.7,7,7.8,7,8.12,2,4.95,2,4.17,2,5.74,2,6.19,1,7.68,1,8.45,-,10.84
Nippon India Nivesh Lakshya Fund - Regular Plan,7706.43,31.59,2,3.69,7,6.99,2,10.51,4,19.91,3,11.21,4,14.57,4,11.53,4,9.04,5,10.01,1,6.71,1,5.06,1,6.58,1,-,-,-,-,8.75,-,21.23
SBI Long Duration Fund - Regular Plan,1847.47,33.2,1,4.47,6,7.29,1,12.16,3,19.8,4,12.12,2,15.57,2,12.48,2,10.46,2,-,-,-,-,-,-,-,-,-,-,-,-,9.87,-,30.3
UTI Long Duration Fund - Regular Plan,89.07,27.96,5,6.46,1,4.7,7,6.68,6,14.91,6,10.02,5,14.31,5,11.35,5,9.05,4,-,-,-,-,-,-,-,-,-,-,-,-,9.4,-,17.67
NIFTY Long Duration Debt Index A-III,,22.54,,2.71,,4.62,,8.68,,14.81,,10.09,,13.27,,11,,9.04,,9.74,,6.05,,5.39,,7.14,,6.92,,8.29,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty SDL Sep 2025 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,18.71,,9.18,,8.53,,8.67,,8.09,,7.41,,7.5,,7.44,,7.1,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund - Regular Plan,78.15,18.71,1,9.18,1,8.53,1,8.67,1,8.09,1,7.41,1,7.5,1,7.44,1,7.1,1,-,-,-,-,-,-,-,-,-,-,-,-,7.29,-,1.1
Nifty SDL Sep 2025 Index,,19.87,,11.05,,10.63,,8.97,,8.49,,8.03,,8.02,,7.83,,7.49,,-,,-,,-,,-,,-,,-,,7.82,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX Gilt - April 2026 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,11.29,,7.2,,6.77,,7.72,,8.21,,7.15,,7.04,,7.64,,6.94,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX Gilt-April 2026 Index Fund - Regular Plan,366.88,11.29,1,7.2,1,6.77,1,7.72,1,8.21,1,7.15,1,7.04,1,7.64,1,6.94,1,-,-,-,-,-,-,-,-,-,-,-,-,7.39,-,1.79
CRISIL IBX Gilt Index - April 2026 ( 01-Jul-2024 ) ,,5.1,,6.08,,7.1,,7.91,,8.43,,7.41,,7.33,,7.9,,7.26,,-,,-,,-,,-,,-,,-,,7.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,35.16,,10.15,,9.09,,8.94,,10.21,,7.96,,7.98,,8.15,,7.33,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular Plan,387.14,35.16,1,10.15,1,9.09,1,8.94,1,10.21,1,7.96,1,7.98,1,8.15,1,7.33,1,-,-,-,-,-,-,-,-,-,-,-,-,8.07,-,3.48
CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028 ( 02-Jul-2024 ) ,,1.96,,5.63,,7.51,,9.09,,10.23,,8.01,,8.25,,8.22,,7.53,,7.95,,-,,-,,-,,-,,-,,8.35,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX Gilt Apr 2029 Index Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,43.33,,10.7,,6.74,,8.24,,10.46,,8.22,,7.86,,8.53,,7.44,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX Gilt -Apr 2029 Index Fund - Regular Plan,686.05,43.33,1,10.7,1,6.74,1,8.24,1,10.46,1,8.22,1,7.86,1,8.53,1,7.44,1,-,-,-,-,-,-,-,-,-,-,-,-,8.37,-,4.86
CRISIL IBX Gilt Index - April 2029 ( 01-Jul-2024 ) ,,6.56,,3.1,,5.9,,8.83,,11.19,,7.73,,7.9,,8.4,,7.55,,-,,-,,-,,-,,-,,-,,8.42,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,9.53,,7.57,,7.81,,7.79,,8.05,,7.24,,7.42,,7.32,,6.95,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX 60:40 SDL+ AAA PSU Apr 2026 Index Fund - Regular Plan,51.37,9.53,1,7.57,1,7.81,1,7.79,1,8.05,1,7.24,1,7.42,1,7.32,1,6.95,1,-,-,-,-,-,-,-,-,-,-,-,-,6.87,-,1.64
CRISIL IBX 60:40 SDL + AAA PSU Index - April 2026 ( 01-Jul-2024 ) ,,10.03,,6.91,,8.03,,8.48,,8.45,,7.65,,7.87,,7.64,,7.33,,-,,-,,-,,-,,-,,-,,7.24,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY SDL Sep 2027 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,14.83,,7.35,,9.24,,8.97,,10.2,,8.29,,8.43,,8.09,,7.38,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Nifty SDL Sep 2027 Index Fund - Regular Plan,38.96,14.83,1,7.35,1,9.24,1,8.97,1,10.2,1,8.29,1,8.43,1,8.09,1,7.38,1,-,-,-,-,-,-,-,-,-,-,-,-,8.07,-,3.18
Nifty SDL Sep 2027 Index,,3.17,,6.31,,10.21,,9.17,,10.09,,7.92,,9.25,,8.7,,7.92,,8.06,,-,,-,,-,,-,,-,,8.68,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX Gilt Apr 2028 Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,12.02,,7.83,,7.39,,7.8,,9.55,,7.49,,7.08,,7.56,,6.74,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX Gilt Apr 2028 Index Fund - Regular Plan,27.96,12.02,1,7.83,1,7.39,1,7.8,1,9.55,1,7.49,1,7.08,1,7.56,1,6.74,1,-,-,-,-,-,-,-,-,-,-,-,-,7.11,-,3.38
CRISIL IBX Gilt Index - April 2028 ( 02-Jul-2024 ) ,,16.97,,6.6,,7.3,,9.24,,10.21,,8.08,,7.86,,8.17,,7.51,,7.74,,5.76,,-,,-,,-,,-,,8.03,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL IBX SDL Index _ June 2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,1,
Peer Average,,23.17,,5.92,,7.92,,6.71,,10.4,,7.64,,10.99,,8.3,,7.28,,,,,,,,,,,,,,,,
Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 Index Fund - Regular Plan,139.98,23.17,1,5.92,1,7.92,1,6.71,1,10.4,1,7.64,1,10.99,1,8.3,1,7.28,1,-,-,-,-,-,-,-,-,-,-,-,-,8.47,-,7.57
CRISIL IBX SDL Index - June 2032 ( 01-Jul-2024 ) ,,-4.53,,-1.32,,7.3,,6.31,,11.84,,7.35,,10.66,,8.37,,7.93,,-,,-,,-,,-,,-,,-,,8.84,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquid ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peer Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Treasury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),1 Day,Rank,7 Days,Rank,14 Days,Rank,30 Days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,4 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,Inception,Rank,Avg.Maturity(Years)
Total Funds,,,5,,5,,5,,5,,5,,5,,4,,1,,1,,,,,,,,,,,,,,5,
