Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
SBI Multicap Fund - Direct Plan,15785.91,1.18,14,1.89,14,6.07,10,8.97,14,12.04,13,19.37,13,29.33,13,29.61,13,38.06,13,29.49,12,-,-,-,-,-,-,-,-,-,-,-,-,22.37,-,19.95,12
Sundaram Multi Cap Fund - Direct Plan,2566.75,2.3,2,3.76,2,4.85,14,10.71,8,14.6,4,19.57,12,33.73,11,34.12,11,45.46,10,33.6,10,22.02,6,20.91,6,16.62,6,16.33,5,-,-,-,-,17.99,-,19.26,13
Tata Multicap Fund - Direct Plan,2913.19,2.08,6,3.11,3,6.45,6,11.23,4,12.69,11,16.6,14,26.75,14,27.24,14,37.4,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.8,-,16.49,14
Nifty 500 Multicap 50:25:25 Total Return Index,,1.94,,2.85,,6.03,,9.98,,12.72,,20.25,,35.91,,35.92,,47.05,,36.81,,23.06,,23,,17.53,,16.37,,18.15,,16.4,,,,20.26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESG Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,1,,1,,1,,,,,,6,,6
Peer Average,,1.59,,2.89,,6.32,,10.42,,11.72,,17.73,,30.08,,29.96,,35.62,,28.41,,16.27,,17.62,,15.83,,14.97,,,,,,,,16.57,
Aditya Birla Sun Life ESG Integration Strategy Fund - Direct Plan,666.43,1.7,2,3.11,3,8.03,1,14.23,1,14.01,1,18.31,2,28.32,6,28.41,6,33.48,5,26.81,5,15.46,5,-,-,-,-,-,-,-,-,-,-,17.95,-,16.76,4
Axis ESG Integration Strategy Fund - Direct Plan,1338.05,1.74,1,2.02,6,5.96,4,7.91,6,8.33,6,16.5,6,29.91,3,29.6,4,32.3,6,26.1,6,13.67,6,-,-,-,-,-,-,-,-,-,-,19.96,-,14.82,6
ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan,1409.93,1.36,6,3.95,1,7.21,2,9.61,4,10.34,5,16.6,5,32.92,1,32.68,1,41.47,1,32.4,1,17.82,2,-,-,-,-,-,-,-,-,-,-,22.84,-,17.17,2
Invesco India ESG Integration Strategy Fund - Direct Plan,552.17,1.56,5,2.48,5,6.43,3,8.59,5,12.48,3,17.95,4,29.81,4,30,2,36.13,3,27.92,3,16.77,3,-,-,-,-,-,-,-,-,-,-,19.92,-,17.12,3
Kotak ESG Exclusionary Strategy Fund - Direct Plan,988.8,1.6,3,2.52,4,4.8,6,10.4,3,11.68,4,18.99,1,30.06,2,29.77,3,36.67,2,29.79,2,16.04,4,-,-,-,-,-,-,-,-,-,-,18.07,-,17.39,1
SBI ESG Exclusionary Strategy Fund - Direct Plan,5534.25,1.59,4,3.25,2,5.48,5,11.76,2,13.46,2,18,3,29.48,5,29.29,5,33.67,4,27.44,4,17.84,1,17.62,1,15.83,1,14.97,1,-,-,-,-,15.63,-,16.14,5
NIFTY 100 ESG Total Return Index,,2.04,,2.89,,5.97,,9.54,,9.8,,16.09,,30.41,,30.12,,34.26,,25.67,,16.15,,18.21,,17.02,,14.68,,16.44,,-,,,,15.17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELSS Schemes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,19,,19,,19,,19,,19,,19,,19,,19,,19,,19,,19,,18,,18,,16,,,,,,19,,19
Peer Average,,1.67,,2.77,,5.7,,10,,12.76,,21.1,,34.75,,34.59,,42.47,,33.84,,21.42,,20.44,,16.73,,16.15,,,,,,,,20.73,
Aditya Birla Sun Life ELSS Tax Saver - Direct Plan,15481.43,1.24,14,2.66,12,5.46,11,10.42,6,13.16,9,19.91,10,30.39,13,30.16,13,36.27,14,27,18,14.39,18,14.4,18,12.37,18,14.37,14,-,-,-,-,15.74,-,19.69,10
Axis ELSS Tax Saver Fund - Direct Plan,34895.64,1.07,17,1.71,19,6.12,5,7.6,18,7.95,19,17.29,16,28.64,15,29,15,30.83,19,26.01,19,12.11,19,15.57,17,15.06,15,15.63,10,-,-,-,-,18.26,-,16.83,15
Bandhan ELSS Tax Saver Fund - Direct Plan,6433.56,1.79,9,2.74,10,5.39,12,8.46,15,9.35,17,18.01,13,28.38,17,28.25,17,37.01,12,32.96,10,21.97,10,22.92,4,18.47,7,18.37,2,-,-,-,-,19.42,-,17.32,14
Canara Robeco ELSS Tax Saver Fund - Direct Plan,7925.68,2.08,7,3.04,7,4.85,17,10.32,8,12.34,12,18.82,12,32.16,10,32.07,10,36.38,13,30.53,12,19.23,15,21.75,7,19.03,2,16.65,8,-,-,-,-,17.29,-,18.19,12
DSP ELSS Tax Saver Fund - Direct Plan,15161.2,2.35,2,3.46,3,6.09,6,12.35,2,16.85,2,23.63,5,39.87,5,39.3,4,49.84,3,36.34,6,23,8,23.22,3,18.96,3,18.35,3,-,-,-,-,19.34,-,23.31,5
Franklin India ELSS Tax Saver Fund - Direct Plan,6397.51,1.5,12,3.21,6,4.94,15,9.68,14,11.88,14,20.49,9,35.71,9,35.9,8,47.5,6,36.7,5,23.37,5,20.83,8,16.85,10,16.82,7,-,-,-,-,17.69,-,20,9
HDFC ELSS Tax Saver Fund - Direct Plan,14752.93,0.92,18,2.35,13,4.89,16,10.36,7,12.64,11,21.9,7,39.96,4,39.3,5,48.31,5,38.22,4,27.5,2,20.56,9,15.97,12,14.4,13,-,-,-,-,16.43,-,21.67,7
HSBC ELSS Tax Saver Fund - Direct Plan,3949.85,2.15,5,3.03,8,6.52,4,12.38,1,17.47,1,29.62,1,42.67,3,42.9,3,48.35,4,38.98,3,22.23,9,19.9,11,15.37,14,15.88,9,-,-,-,-,16.73,-,28.86,2
ICICI Prudential ELSS Tax Saver - Direct Plan,13110.65,1.2,15,2.69,11,5.87,9,7.39,19,8.89,18,16.88,18,28.53,16,28.28,16,34.38,17,28.22,17,19.23,14,18.22,16,16.13,11,14.87,11,-,-,-,-,16.87,-,16.22,18
Invesco India ELSS Tax Saver Fund - Direct Plan,2847.83,2.2,4,3.4,4,7.24,3,11.39,5,14.05,7,21.67,8,36.31,7,36.64,7,43.94,9,34.16,9,19.16,16,20.24,10,17.73,8,17.44,5,-,-,-,-,18.8,-,20.9,8
Kotak ELSS Tax Saver - Direct Plan,5768.54,1.66,11,2.21,16,3.32,19,10.03,11,13.83,8,25.78,4,36.13,8,35.89,9,44.11,8,35.94,7,23.27,6,22.25,5,18.48,6,18.56,1,-,-,-,-,17.92,-,25.01,4
Mirae Asset ELSS Tax Saver Fund - Direct Plan,22620.57,1.7,10,2.93,9,5.89,8,9.79,13,12.07,13,17.63,14,30.97,12,30.78,12,38.37,11,30.28,14,19.5,13,22.2,6,19.39,1,-,-,-,-,-,-,21.4,-,17.65,13
Motilal Oswal ELSS Tax Saver Fund - Direct Plan,3435.94,0.83,19,1.93,18,6.06,7,10.31,9,15.8,3,28.63,2,48.88,1,49.3,1,59.7,2,46.56,1,26.77,3,24.26,2,18.58,5,-,-,-,-,-,-,19.74,-,29.76,1
Nippon India ELSS Tax Saver Fund - Direct Plan,15026.04,2.25,3,3.27,5,5.26,13,10.11,10,14.06,6,22.52,6,37.82,6,37.34,6,46.91,7,35.65,8,24.02,4,18.43,15,12.6,17,13.34,16,-,-,-,-,16.1,-,21.87,6
Parag Parikh ELSS Tax Saver Fund - Direct Plan,3454.03,2.54,1,3.57,2,5.78,10,7.88,17,10.13,15,16.07,19,28.18,18,27.42,19,36.09,15,30.4,13,23.22,7,-,-,-,-,-,-,-,-,-,-,25.73,-,16.2,19
SBI Long Term Equity Fund - Direct Plan,23887.64,1.85,8,2.09,17,5.21,14,10.02,12,13,10,27.83,3,46.48,2,45.78,2,59.71,1,45.66,2,29.11,1,24.98,1,18.72,4,16.84,6,-,-,-,-,18.07,-,28.67,3
Sundaram ELSS Tax Saver Fund - Direct Plan,1279.85,1.11,16,2.22,15,4.48,18,7.88,16,10.1,16,17.06,17,27.77,19,27.56,18,33.66,18,28.83,15,19.61,12,18.96,14,14.76,16,14.27,15,-,-,-,-,15.66,-,16.37,17
Tata ELSS Tax Saver Fund - Direct Plan,4199.87,2.1,6,3.85,1,7.46,2,11.83,3,14.32,5,19.68,11,31.76,11,31.73,11,40.1,10,32.31,11,21.85,11,19.62,13,17.04,9,17.8,4,-,-,-,-,18.53,-,18.84,11
UTI ELSS Tax Saver Fund - Direct Plan,3625.7,1.24,13,2.34,14,7.47,1,11.7,4,14.6,4,17.51,15,29.57,14,29.58,14,35.51,16,28.28,16,17.48,17,19.67,12,15.6,13,14.84,12,-,-,-,-,15.68,-,16.5,16
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
BSE 200 Index,,1.83,,2.75,,4.09,,8.61,,9.96,,17.14,,30.96,,30.48,,35.05,,28.28,,18.06,,17.66,,15.12,,13.47,,14.76,,12.9,,,,16.59,
BSE Sensex Total Return Index,,1.69,,3.53,,4.84,,8.93,,8.93,,12.95,,23.27,,22.68,,24.25,,24.44,,16.5,,16.36,,15.77,,13.4,,15.04,,13.38,,,,11.57,
BSE Sensex Index,,1.67,,3.43,,4.6,,8.27,,8.27,,12.09,,22.09,,21.51,,22.67,,22.85,,15.05,,14.94,,14.37,,11.96,,13.53,,11.84,,,,10.72,
NIFTY 50 Total Return Index,,1.76,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,,,12.57,
NIFTY 500 Total Return Index,,1.86,,2.87,,4.98,,9.42,,11.31,,18.62,,33.35,,33.05,,39.63,,31.73,,20.4,,19.82,,16.61,,15.08,,16.45,,14.45,,,,18.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midcap Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,21,,21,,21,,21,,21,,21,,21,,21,,21,,20,,20,,19,,18,,18,,,,,,21,,21
Peer Average,,1.96,,2.51,,7.73,,13.33,,17.25,,26.25,,41.21,,41.73,,55.73,,41.71,,26.87,,27.13,,19.73,,19.89,,,,,,,,26.26,
Aditya Birla Sun Life Mid Cap Fund - Direct Plan,5342.47,1.01,20,1.36,20,7.31,12,10.43,20,15.14,17,20.7,19,34.64,17,34.69,17,51.13,16,35.85,18,24.69,15,22.72,18,15.69,18,17.19,18,-,-,-,-,18.39,-,21.02,17
Axis Midcap Fund - Direct Plan,27747.62,1.83,14,2.13,13,7.31,11,15.21,4,19.15,5,29.57,7,41.13,13,41.24,14,49.11,18,36.84,16,22.93,18,25.92,13,22.12,3,19.63,10,-,-,-,-,21.27,-,28.56,8
Baroda BNP Paribas Midcap Fund - Direct Plan,1934.5,2.14,9,3.04,6,7.51,9,12,13,17.07,12,27.68,10,40.8,14,41.59,13,57.22,10,40.87,13,25.81,12,27.73,9,19.56,10,19.97,9,-,-,-,-,21.74,-,28.2,10
Canara Robeco Mid Cap Fund - Direct Plan,2223.58,2.78,3,3.91,2,9.6,3,14.47,8,18.04,7,29.26,8,41.63,10,42.58,10,54.36,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.78,-,28.38,9
DSP Midcap Fund - Direct Plan,17667.73,1.9,11,1.85,19,7.33,10,15.01,5,20.97,2,21.22,17,36.97,16,37.05,16,54.36,13,36.87,15,19.75,20,22.42,19,16.98,16,18.24,16,-,-,-,-,19.43,-,20.79,18
Edelweiss Mid Cap Fund - Direct Plan,5863.6,3.04,1,3.7,3,9.39,4,15.98,3,19.74,3,31.49,2,49.54,3,50.41,3,64.03,5,46.73,4,29.49,5,30.66,3,22.72,1,21.92,3,-,-,-,-,23.89,-,31.15,2
Franklin India Prima Fund - Direct Plan,11011.05,1.49,15,2.05,17,8.11,8,14.55,7,18.47,6,26.56,12,43.92,7,44.41,7,56.25,11,43.82,8,24.51,16,23.46,17,17.84,14,19.16,12,-,-,-,-,20.85,-,26.62,12
HDFC Mid-Cap Opportunities Fund - Direct Plan,65394.16,2.38,6,2.13,12,6.3,17,11.38,17,13.39,20,23.53,14,38.2,15,38.99,15,54.17,15,48.18,3,30.57,3,28.21,7,20.48,9,20.9,5,-,-,-,-,22.79,-,23.7,14
HSBC Midcap Fund - Direct Plan,10583.54,1.87,12,2.78,7,6.13,19,12,14,17.13,11,29.74,6,48.32,4,48.61,4,66.51,3,43.67,9,26.4,11,24.72,15,17.69,15,20.08,8,-,-,-,-,21.96,-,29.82,5
ICICI Prudential Midcap Fund - Direct Plan,6063.3,1.12,19,1.95,18,5.81,20,14.17,9,17.7,10,29.78,4,50.07,2,50.64,2,64.54,4,41.66,12,26.52,10,25.95,12,19.38,11,19,13,-,-,-,-,21.46,-,30.56,3
Invesco India Mid Cap Fund - Direct Plan,5216.43,1.38,18,2.67,8,9.69,2,14.73,6,17.99,8,29.75,5,44.8,6,45.79,6,57.76,9,44.12,6,27.03,8,28.04,8,21.95,5,21.14,4,-,-,-,-,22.6,-,29.99,4
Kotak Emerging Equity Fund - Direct Plan,45017.71,2.67,4,3.17,5,8.74,6,17.54,1,22.65,1,30.12,3,42.46,9,42.7,9,56.08,12,41.79,11,27,9,28.59,6,21.27,6,22.7,1,-,-,-,-,22.73,-,29.72,7
Mahindra Manulife Mid Cap Fund - Direct Plan,2580.04,2.99,2,3.69,4,6.35,16,11.94,15,17.88,9,29.15,9,45.89,5,46.56,5,67.08,2,49.08,2,30.21,4,30.76,2,-,-,-,-,-,-,-,-,22.62,-,29.78,6
Mirae Asset Midcap Fund - Direct Plan,15353.87,1.4,17,2.12,14,6.39,15,10.25,21,13.45,19,19.57,21,33.27,18,33.65,18,50.17,17,37.54,14,24.9,14,-,-,-,-,-,-,-,-,-,-,30.73,-,20.32,20
Motilal Oswal Midcap Fund - Direct Plan,10378.16,2.59,5,3.98,1,12.71,1,16.74,2,19.69,4,35.86,1,54.43,1,55.15,1,67.5,1,52.6,1,40.8,1,32.42,1,22.71,2,22.6,2,-,-,-,-,25.95,-,35.21,1
Nippon India Growth Fund - Direct Plan,27931.43,2.18,7,2.2,11,6.86,14,11.73,16,16.99,14,22.42,16,42.79,8,42.72,8,59.81,7,46.24,5,31.32,2,29.03,5,21.98,4,20.16,7,-,-,-,-,20.33,-,22.68,15
PGIM India Midcap Opportunities Fund - Direct Plan,10114.15,2.04,10,2.3,10,9.1,5,13.23,11,15.28,16,20.58,20,30.6,20,31.07,20,36.52,21,29.18,20,21.32,19,30.37,4,20.67,8,18.71,14,-,-,-,-,20.48,-,19.93,21
SBI Magnum Midcap Fund - Direct Plan,18398.62,0.88,21,0.99,21,7.17,13,11.24,18,13.24,21,20.9,18,30.25,21,30.77,21,40.55,20,35.61,19,25.6,13,27.55,10,18.29,12,19.62,11,-,-,-,-,21.4,-,20.69,19
Sundaram Mid Cap Fund - Direct Plan,11017.41,2.14,8,2.45,9,6.14,18,11.1,19,14.79,18,23.88,13,41.56,11,42.17,12,58.19,8,44.03,7,27.83,6,24.04,16,16.62,17,18.17,17,-,-,-,-,20.02,-,24.44,13
Tata Midcap Growth Fund - Direct Plan,3823.84,1.49,16,2.09,15,5.64,21,12.32,12,17.01,13,26.73,11,41.55,12,42.46,11,60.2,6,43.6,10,27.64,7,27.04,11,20.84,7,20.26,6,-,-,-,-,22.13,-,27.36,11
UTI Mid Cap Fund - Direct Plan,10682.52,1.87,13,2.06,16,8.72,7,13.9,10,16.4,15,22.8,15,32.55,19,33.05,19,44.71,19,35.87,17,23,17,25.8,14,18.29,13,18.62,15,-,-,-,-,21.16,-,22.5,16
NIFTY Midcap 100 Total Return Index,,1.9,,2.47,,5.62,,10.65,,13.32,,21.32,,39.17,,39.42,,58.09,,46.33,,28.73,,26.98,,18.85,,18.52,,19.61,,18.02,,,,22.24,
NIFTY Midcap 100 Index,,1.9,,2.44,,5.51,,10.52,,13.18,,20.99,,38.62,,38.87,,57.05,,45.29,,27.66,,25.83,,17.77,,17.34,,18.32,,16.71,,,,21.9,
NIFTY Smallcap 100 Total Return Index,,2.28,,3.04,,9.45,,10.53,,15.94,,23.42,,46.43,,47.21,,71.63,,49.44,,24.61,,25.67,,15.26,,14.16,,16.48,,15.01,,,,23.79,
BSE Mid Cap Total Return Index,,2.03,,2.17,,5.64,,10.56,,15.32,,26.84,,45.58,,45.71,,63.9,,47.77,,29.04,,27.05,,19.15,,18.64,,19.75,,17.26,,,,27.67,
NIFTY Midcap 150 Total Return Index,,1.9,,2.36,,6.04,,11.58,,14.79,,22.91,,39.34,,39.7,,57.95,,45.36,,28.19,,28.02,,20.61,,20.1,,21.7,,19.27,,,,23.72,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Cap Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,20,,20,,20,,20,,20,,20,,20,,20,,20,,19,,18,,16,,12,,12,,,,,,20,,20
Peer Average,,2.28,,3.49,,9.51,,12.36,,16.86,,22.11,,36.14,,36.95,,52.04,,41.34,,28.09,,30.39,,20.61,,21.24,,,,,,,,22.44,
Aditya Birla Sun Life Small Cap Fund - Direct Plan,4762.46,2.56,6,4.11,6,10.27,6,12.72,10,17.84,8,22.38,10,33.4,12,33.87,12,50.17,8,39.57,10,21.41,18,22.77,16,14.55,12,17.31,12,-,-,-,-,19.04,-,22.74,10
Axis Small Cap Fund - Direct Plan,20504.37,2.7,4,3.17,12,8.76,14,12.95,8,15.07,17,20.87,13,32.12,14,32.76,14,43.37,19,36.44,17,26.15,13,30.18,9,23.52,2,22.15,4,-,-,-,-,26.06,-,19.88,14
Bandhan Small Cap Fund - Direct Plan,5165.54,3.24,2,4.58,2,10.49,4,12.01,14,18.15,6,28.54,1,50.57,1,51.52,1,76.39,1,50.53,3,29.68,6,-,-,-,-,-,-,-,-,-,-,41.54,-,29.77,1
Canara Robeco Small Cap Fund - Direct Plan,10429.89,2.31,9,3.24,11,8.88,13,14.54,3,17.3,11,22.36,11,35.29,10,36.01,10,48.22,10,37.25,14,29.93,5,33.68,2,-,-,-,-,-,-,-,-,31.35,-,22.6,11
DSP Small Cap Fund - Direct Plan,13781.07,1.63,18,3.94,7,12.23,2,11.61,15,15.61,16,17.34,17,30.38,17,31.08,17,45.48,16,38.3,11,26.42,12,28.88,13,18.33,10,21.92,5,-,-,-,-,23.73,-,18.08,16
Edelweiss Small Cap Fund - Direct Plan,3421.55,1.99,13,2.46,20,9.69,9,12.34,12,16.03,14,20.96,12,35.76,9,37.08,8,52.73,7,43.04,8,28.99,8,33.31,3,-,-,-,-,-,-,-,-,33.23,-,20.97,12
Franklin India Smaller Companies Fund - Direct Plan,12797.29,1.6,19,3.14,14,9.09,11,13.78,5,19.8,2,25.33,5,44.3,4,45.32,4,62.99,3,52.51,1,33.31,2,29.08,12,20.07,8,21.52,7,-,-,-,-,24.02,-,25.78,7
HDFC Small Cap Fund - Direct Plan,29175.05,1.77,17,2.92,15,8.39,17,8.5,20,11.42,20,17.52,16,28.8,18,29.89,18,44.41,18,45.38,6,27.76,10,27.31,15,21.61,5,21.57,6,-,-,-,-,21.7,-,17.7,17
HSBC Small Cap Fund- Direct Plan,14787.25,1.94,14,3.54,10,9.91,7,13.93,4,19.49,4,26.54,2,39.65,6,40.42,6,59.27,6,46.41,4,32.71,3,30.67,7,21.29,6,21.38,8,-,-,-,-,23.9,-,25.84,6
ICICI Prudential Smallcap Fund - Direct Plan,7795.29,2.56,5,3.84,8,8.67,15,12.9,9,15.81,15,20.43,14,33.03,13,33.48,13,45.81,15,37.5,12,27.9,9,30.16,10,20.83,7,18.97,9,-,-,-,-,19.84,-,20.68,13
Invesco India Smallcap Fund - Direct Plan,4581.33,2.02,12,2.81,16,8.92,12,13.1,7,17.32,10,25.2,6,45.18,3,46.28,3,59.7,5,46.28,5,29.15,7,31.81,6,-,-,-,-,-,-,-,-,29,-,25.27,8
Kotak Small Cap Fund - Direct Plan,15282.62,1.56,20,3.16,13,9.77,8,15.62,1,20.27,1,23.19,9,36.56,8,36.87,9,47.74,12,36.97,15,25.28,16,32.01,5,22.09,4,22.58,3,-,-,-,-,22.4,-,23.83,9
Mahindra Manulife Small Cap Fund - Direct Plan,4131.27,3.61,1,4.69,1,7.7,19,11.2,17,17.34,9,26.33,3,47.72,2,48.82,2,70.99,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.51,-,27.77,2
Nippon India Small Cap Fund - Direct Plan,51566.11,2.9,3,3.59,9,9.44,10,13.42,6,19.65,3,26.16,4,42.51,5,43.18,5,60.68,4,50.66,2,34.7,1,35.6,1,25.74,1,25.61,2,-,-,-,-,28.32,-,26.52,3
PGIM India Small Cap Fund - Direct Plan,1403.38,1.88,16,2.59,18,10.45,5,9.41,18,13.7,18,16.38,20,26.61,20,27.81,19,37.76,20,28.65,19,-,-,-,-,-,-,-,-,-,-,-,-,18.06,-,16.05,20
SBI Small Cap Fund - Direct Plan,28375.34,2.13,11,2.55,19,8.55,16,12.36,11,16.82,12,25.17,8,33.73,11,34.15,11,46.32,14,37.37,13,25.79,14,29.62,11,23.18,3,25.72,1,-,-,-,-,27.08,-,25.84,5
Sundaram Small Cap Fund - Direct Plan,3108.53,2.29,10,2.72,17,7.5,20,8.62,19,12.2,19,16.77,19,31.22,16,32.01,16,48.02,11,40.86,9,26.47,11,27.71,14,16.51,11,18.52,10,-,-,-,-,20.26,-,16.77,19
Tata Small Cap Fund - Direct Plan,7083.38,2.43,8,4.28,3,11.06,3,12.02,13,19,5,25.17,7,37.56,7,38.5,7,49.43,9,44.89,7,30.14,4,33.08,4,-,-,-,-,-,-,-,-,30.17,-,26.31,4
Union Small Cap Fund - Direct Plan,1425.13,1.93,15,4.19,5,8.07,18,11.27,16,16.48,13,17.04,18,26.78,19,27.61,20,46.38,13,36.58,16,24.56,17,30.36,8,19.6,9,17.6,11,-,-,-,-,17.95,-,17.51,18
UTI Small Cap Fund - Direct Plan,3773.05,2.53,7,4.27,4,12.29,1,14.82,2,17.9,7,18.57,15,31.63,15,32.24,15,44.83,17,36.26,18,25.35,15,-,-,-,-,-,-,-,-,-,-,31.71,-,18.8,15
NIFTY Smallcap 100 Total Return Index,,2.28,,3.04,,9.45,,10.53,,15.94,,23.42,,46.43,,47.21,,71.63,,49.44,,24.61,,25.67,,15.26,,14.16,,16.48,,15.01,,,,23.79,
NIFTY Smallcap 100 Index,,2.26,,3,,9.37,,10.42,,15.82,,23.12,,45.91,,46.69,,70.47,,48.28,,23.55,,24.46,,14.17,,13.06,,15.24,,13.74,,,,23.49,
NIFTY Midcap 100 Total Return Index,,1.9,,2.47,,5.62,,10.65,,13.32,,21.32,,39.17,,39.42,,58.09,,46.33,,28.73,,26.98,,18.85,,18.52,,19.61,,18.02,,,,22.24,
BSE 500 Total Return Index,,1.87,,2.88,,4.96,,9.56,,11.28,,18.57,,33.11,,32.79,,39.26,,31.58,,20.36,,20.01,,16.76,,15.21,,16.55,,14.69,,,,18.19,
BSE 250 SmallCap Total Return Index,,2.17,,3.28,,10.33,,11.4,,16.12,,23.17,,39.66,,40.62,,60.53,,47.1,,27.3,,27.86,,17.47,,16.29,,16.94,,14.91,,,,24.08,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,11,,11,,11,,11,,11,,11,,11,,11,,11,,11,,10,,10,,10,,10,,1,,1,,11,,11
Peer Average,,1.7,,2.86,,5.48,,10.13,,12.93,,21.93,,38.65,,38.36,,49.51,,39.12,,25.65,,22.92,,17.6,,16.96,,15.51,,15.81,,,,21.7,
Aditya Birla Sun Life Pure Value Fund - Direct Plan,5775.03,2.49,1,3.9,1,6.61,2,7.94,10,9.33,10,18.43,11,34.43,9,34.52,9,53.27,4,42.78,2,24.22,7,21.08,8,14.36,10,15.01,8,-,-,-,-,19.3,-,18.76,9
Bandhan Sterling Value Fund - Direct Plan,9019.36,1.59,7,2.38,8,5.37,4,9.17,8,11.12,9,21.51,6,33.93,10,33.94,10,44.46,8,37.51,7,26.15,6,25.36,2,18.63,4,18.65,2,-,-,-,-,19.24,-,21.32,5
Canara Robeco Value Fund - Direct Plan,1183.15,1.84,3,2.62,6,4.16,11,9.32,7,11.86,8,19.25,9,35.13,8,35.33,8,42.52,11,37.58,6,-,-,-,-,-,-,-,-,-,-,-,-,24.89,-,18.65,10
HDFC Capital Builder Value Fund - Direct Plan,6823.27,0.97,11,2.2,10,5.28,6,10.66,3,13.58,4,21.35,7,38.92,5,38.68,4,46.88,7,36.6,8,23.67,8,20.49,9,16.89,8,16.42,7,-,-,-,-,17.94,-,21.18,7
HSBC Value Fund - Direct Plan,12373.16,1.38,9,2.59,7,5.34,5,12.24,2,15.45,3,28.07,1,44.97,3,45.42,1,62.7,1,47.62,1,29.71,1,25.49,1,18.92,3,19.87,1,-,-,-,-,21.82,-,27.83,1
