Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Aditya Birla Sun Life Gold Fund - Regular Plan,353.76,0.79,14,0.25,15,0.76,17,3.36,17,13.41,13,25.9,12,23.04,13,6.39,-,22.24,16,16.81,14,13.55,10,14.62,6,12.49,5,8.46,4,6.31,4,-,-,13.03,12,0.98,16
Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,61.89,0.56,17,0.59,14,8.31,13,14.03,7,30.95,3,54.89,3,55.1,3,41.45,-,69.34,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.72,3,1.81,11
Aditya Birla Sun Life Nifty 200 Quality 30 ETF,42.46,2.49,7,6.43,4,12.38,2,12.02,9,15.38,9,29.93,9,29.52,7,21.93,-,36.07,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.84,9,2.39,3
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund - Regular Plan,273.84,2.18,9,4.09,10,7.46,14,7.58,13,14.61,10,30.01,8,29.15,8,19.15,-,35.44,8,30.55,5,19.98,3,-,-,-,-,-,-,-,-,-,-,13.9,10,1.86,10
Aditya Birla Sun Life Nifty 50 ETF,2291.29,3.32,4,4.57,7,8.6,11,8.79,11,13.62,12,25.38,13,24.68,9,13.12,-,27.17,11,25.39,8,16.89,5,16.58,2,15.38,1,13.45,1,14.73,1,-,-,12.5,13,1.76,12
Aditya Birla Sun Life Nifty 50 Index Fund - Regular Plan,841.35,3.3,5,4.52,8,8.51,12,8.67,12,13.36,14,24.93,14,24.23,10,15.77,-,26.55,12,24.69,9,16.21,7,15.88,4,14.51,2,12.45,2,13.73,2,12.05,1,12.23,14,1.75,13
Aditya Birla Sun Life Nifty Bank ETF,2591.3,3.36,3,4.21,9,9.13,9,12.09,8,11.84,16,20.11,16,19.61,16,13.99,-,18.38,17,26.53,7,15.77,8,-,-,-,-,-,-,-,-,-,-,10.48,16,0.47,17
Aditya Birla Sun Life Nifty Healthcare ETF,41.38,1.68,10,6.76,3,5.05,15,4.2,15,16.51,8,31.71,7,31,6,15.93,-,44.41,6,30.06,6,-,-,-,-,-,-,-,-,-,-,-,-,19.69,8,2.11,5
Aditya Birla Sun Life Nifty IT ETF,73.27,6.78,1,14.72,1,14.32,1,7.32,14,9.46,17,19.41,17,19.16,17,4.7,-,28.94,9,17.26,13,-,-,-,-,-,-,-,-,-,-,-,-,6.01,17,5.35,1
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular Plan,196.37,2.32,8,5.91,5,11.37,4,14.57,5,22.76,4,38.88,5,39.23,5,29.57,-,56.92,5,44.11,2,27.05,1,-,-,-,-,-,-,-,-,-,-,23.55,4,1.88,9
Aditya Birla Sun Life Nifty Next 50 ETF,72.72,1.51,11,2.85,11,10.47,7,16.46,2,35.7,1,61.34,1,61.87,1,19.87,-,66.24,3,40.78,3,24.33,2,22.1,1,-,-,-,-,-,-,-,-,36.55,1,1.91,7
Aditya Birla Sun Life Nifty Next 50 Index Fund - Regular Plan,105.96,1.47,12,2.76,12,10.29,8,15.99,3,34.78,2,59.88,2,60.4,2,26.96,-,64.43,4,39.31,4,-,-,-,-,-,-,-,-,-,-,-,-,35.6,2,1.9,8
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund - Regular Plan,161.66,2.88,6,10.63,2,11.35,5,17.77,1,21.18,7,46.19,4,47.17,4,25.33,-,71.94,1,48.64,1,19.67,4,-,-,-,-,-,-,-,-,-,-,21.61,6,1.97,6
Aditya Birla Sun Life Silver ETF,382.71,1.43,13,-0.73,17,11.58,3,14.96,4,22.51,5,31.96,6,24.18,11,16.2,-,27.81,10,24.42,10,-,-,-,-,-,-,-,-,-,-,-,-,21.68,5,3.14,2
Aditya Birla Sun Life Silver ETF FoF - Regular Plan,140.04,0.61,15,-0.72,16,10.63,6,14.51,6,21.32,6,27.5,10,23.03,14,15.52,-,26.43,13,21.89,12,-,-,-,-,-,-,-,-,-,-,-,-,20.32,7,2.17,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquid ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,6,,6,,6,,6,,6,,6,,6,,6,,5,,3,,3,,3,,1,,1,,1,,1,,6,,6
Peer Average,,6.08,,6.12,,6.18,,6.2,,6.32,,6.37,,4.86,,,,6.36,,5.98,,4.97,,4.2,,4.21,,4.8,,5.19,,5.37,,6.32,,5.93,
Aditya Birla Sun Life CRISIL Liquid Overnight ETF,42.61,6.15,4,6.12,4,6.21,3,6.26,3,6.4,3,6.42,5,4.89,5,6.33,-,6.41,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.41,3,6.15,4
DSP NIFTY 1D Rate Liquid ETF,1044.77,6.22,3,6.19,3,6.2,4,6.2,4,6.3,5,6.46,4,4.92,4,4.77,-,6.45,3,6.18,2,5.08,2,4.4,2,-,-,-,-,-,-,-,-,6.31,5,6.23,3
ICICI Prudential BSE Liquid Rate ETF,3212.75,6.34,2,6.31,2,6.34,2,6.34,2,6.44,2,6.5,2,4.95,2,4.61,-,6.55,2,6.21,1,5.21,1,4.41,1,-,-,-,-,-,-,-,-,6.44,2,6.32,2
Kotak Nifty 1D Rate Liquid ETF,46.13,6.36,1,6.33,1,6.36,1,6.36,1,6.45,1,6.57,1,5.01,1,6.5,-,6.61,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.46,1,6.35,1
Mirae Asset Nifty 1D Rate Liquid ETF,404.17,5.47,6,5.87,6,6.09,5,6.16,5,6.31,4,6.49,3,4.94,3,6.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.32,4,4.66,6
Nippon India ETF Nifty 1D Rate Liquid BeES,11902.65,5.91,5,5.87,5,5.9,6,5.89,6,5.98,6,5.81,6,4.43,6,5.84,-,5.78,5,5.57,3,4.61,3,3.78,3,4.21,1,4.8,1,5.19,1,5.37,1,5.99,6,5.91,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
